ps_gpsfmag,ps_rpsfmag,ps_ipsfmag,ps_zpsfmag,ps_ypsfmag,ps_gkronmag,ps_rkronmag,ps_ikronmag,ps_zkronmag,ps_ykronmag,unwise_w1_mag_ab,unwise_w1_mag_vega,unwise_w2_mag_ab,unwise_w2_mag_vega
19.296301,18.241699,17.846901,17.7173,17.301001,18.182501,17.2929,16.792101,16.573601,16.3992,16.47141,13.77241,16.933155,13.594154
